layer_index,z_min_A,z_max_A,water_count,wavenumber_cm-1,VDOS_area_normalized_mean_unsmoothed,VDOS_SEM_50_blocks
4,16.0,20.0,2,1323.343884,5.383122224e-05,2.423366091e-06
4,16.0,20.0,2,1325.379797,5.447178467e-05,2.641048486e-06
4,16.0,20.0,2,1327.415711,5.532022632e-05,3.226509373e-06
4,16.0,20.0,2,1329.451625,5.499606159e-05,3.434627681e-06
4,16.0,20.0,2,1331.487538,5.359363628e-05,3.39891484e-06
4,16.0,20.0,2,1333.523452,5.145464259e-05,3.554406193e-06
4,16.0,20.0,2,1335.559366,4.944780507e-05,3.064126701e-06
4,16.0,20.0,2,1337.595279,4.879664993e-05,2.23056877e-06
4,16.0,20.0,2,1339.631193,4.911422216e-05,2.377467592e-06
4,16.0,20.0,2,1341.667107,4.947447933e-05,2.628718474e-06
4,16.0,20.0,2,1343.70302,4.895145387e-05,2.507176999e-06
4,16.0,20.0,2,1345.738934,4.894539628e-05,2.93109951e-06
4,16.0,20.0,2,1347.774848,4.968321334e-05,3.106862095e-06
4,16.0,20.0,2,1349.810761,4.841914364e-05,3.166325726e-06
4,16.0,20.0,2,1351.846675,4.790673961e-05,3.037502012e-06
4,16.0,20.0,2,1353.882589,5.042731596e-05,2.86408461e-06
4,16.0,20.0,2,1355.918502,5.199091811e-05,2.878340279e-06
4,16.0,20.0,2,1357.954416,5.058773452e-05,2.882365991e-06
4,16.0,20.0,2,1359.99033,4.943001815e-05,3.180922094e-06
4,16.0,20.0,2,1362.026243,5.179880373e-05,3.670984202e-06
4,16.0,20.0,2,1364.062157,5.47829923e-05,3.760346786e-06
4,16.0,20.0,2,1366.098071,5.435043996e-05,3.553390624e-06
4,16.0,20.0,2,1368.133984,5.227241166e-05,3.456541689e-06
4,16.0,20.0,2,1370.169898,5.202858868e-05,3.686219868e-06
4,16.0,20.0,2,1372.205812,5.319783393e-05,3.792080978e-06
4,16.0,20.0,2,1374.241725,5.383178094e-05,3.690203697e-06
4,16.0,20.0,2,1376.277639,5.373017921e-05,3.665222748e-06
4,16.0,20.0,2,1378.313553,5.251773218e-05,3.543265464e-06
4,16.0,20.0,2,1380.349466,5.058464158e-05,3.445614372e-06
4,16.0,20.0,2,1382.38538,4.959910888e-05,3.432097972e-06
4,16.0,20.0,2,1384.421294,4.977722449e-05,3.238935175e-06
4,16.0,20.0,2,1386.457207,5.027981597e-05,3.104236038e-06
4,16.0,20.0,2,1388.493121,5.149709732e-05,3.590402592e-06
4,16.0,20.0,2,1390.529035,5.491828125e-05,4.390357256e-06
4,16.0,20.0,2,1392.564948,5.943438076e-05,4.655003621e-06
4,16.0,20.0,2,1394.600862,6.310824709e-05,4.682681051e-06
4,16.0,20.0,2,1396.636776,6.523955494e-05,4.805694397e-06
4,16.0,20.0,2,1398.672689,6.405666953e-05,4.338249127e-06
4,16.0,20.0,2,1400.708603,6.131681044e-05,3.410131461e-06
4,16.0,20.0,2,1402.744517,6.193073726e-05,2.977199553e-06
4,16.0,20.0,2,1404.78043,6.355325709e-05,3.485546466e-06
4,16.0,20.0,2,1406.816344,6.13799058e-05,3.150456367e-06
4,16.0,20.0,2,1408.852258,5.879895099e-05,2.944677175e-06
4,16.0,20.0,2,1410.888171,6.131359611e-05,4.139106305e-06
4,16.0,20.0,2,1412.924085,6.540839304e-05,5.137822623e-06
4,16.0,20.0,2,1414.959999,6.460291707e-05,4.693685323e-06
4,16.0,20.0,2,1416.995912,6.181532656e-05,4.127836949e-06
4,16.0,20.0,2,1419.031826,6.245828198e-05,4.05394813e-06
4,16.0,20.0,2,1421.06774,6.537595804e-05,5.056832246e-06
4,16.0,20.0,2,1423.103653,6.930597115e-05,6.031136739e-06
4,16.0,20.0,2,1425.139567,7.616202736e-05,5.960866234e-06
4,16.0,20.0,2,1427.175481,8.430030825e-05,6.060654365e-06
4,16.0,20.0,2,1429.211394,8.860030718e-05,6.436835888e-06
4,16.0,20.0,2,1431.247308,8.80038294e-05,6.442282869e-06
4,16.0,20.0,2,1433.283222,8.357397678e-05,6.476863871e-06
4,16.0,20.0,2,1435.319135,7.734356705e-05,5.421227147e-06
4,16.0,20.0,2,1437.355049,7.369009885e-05,4.251557678e-06
4,16.0,20.0,2,1439.390963,7.314194616e-05,3.950461437e-06
4,16.0,20.0,2,1441.426876,7.46501806e-05,4.390598703e-06
4,16.0,20.0,2,1443.46279,7.948133165e-05,5.360234462e-06
4,16.0,20.0,2,1445.498704,8.537488984e-05,6.032211593e-06
4,16.0,20.0,2,1447.534617,8.989485284e-05,6.523108201e-06
4,16.0,20.0,2,1449.570531,9.44947353e-05,8.131334724e-06
4,16.0,20.0,2,1451.606445,9.820883447e-05,1.025519566e-05
4,16.0,20.0,2,1453.642358,9.619045988e-05,8.480866078e-06
4,16.0,20.0,2,1455.678272,8.790730515e-05,7.315079915e-06
4,16.0,20.0,2,1457.714186,8.229431418e-05,6.734399342e-06
4,16.0,20.0,2,1459.750099,8.344726686e-05,6.394993224e-06
4,16.0,20.0,2,1461.786013,8.456127031e-05,6.433502434e-06
4,16.0,20.0,2,1463.821927,8.163275025e-05,6.385836361e-06
4,16.0,20.0,2,1465.85784,8.333848089e-05,8.758759547e-06
4,16.0,20.0,2,1467.893754,9.84943201e-05,1.54788471e-05
4,16.0,20.0,2,1469.929668,0.0001143430638,2.199206009e-05
4,16.0,20.0,2,1471.965581,0.0001170838019,2.249520249e-05
4,16.0,20.0,2,1474.001495,0.0001153025001,1.921810248e-05
4,16.0,20.0,2,1476.037409,0.0001127192156,1.595774388e-05
4,16.0,20.0,2,1478.073322,0.0001085584403,1.584029259e-05
4,16.0,20.0,2,1480.109236,0.0001152469203,2.10106337e-05
4,16.0,20.0,2,1482.14515,0.0001282496331,2.798753293e-05
4,16.0,20.0,2,1484.181063,0.0001209568422,2.591779914e-05
4,16.0,20.0,2,1486.216977,9.820765319e-05,1.498372696e-05
4,16.0,20.0,2,1488.252891,9.3596242e-05,1.000333184e-05
4,16.0,20.0,2,1490.288804,0.0001080905912,1.406919128e-05
4,16.0,20.0,2,1492.324718,0.0001159052772,1.551545899e-05
4,16.0,20.0,2,1494.360632,0.0001153704244,1.513056138e-05
4,16.0,20.0,2,1496.396545,0.0001229425869,2.468674951e-05
4,16.0,20.0,2,1498.432459,0.0001311649052,3.324743104e-05
4,16.0,20.0,2,1500.468373,0.0001303053387,3.607270565e-05
4,16.0,20.0,2,1502.504286,0.0001352035628,4.243857429e-05
4,16.0,20.0,2,1504.5402,0.0001490112239,4.908262554e-05
4,16.0,20.0,2,1506.576114,0.0001533064066,4.049554396e-05
4,16.0,20.0,2,1508.612027,0.0001400799444,2.216547146e-05
4,16.0,20.0,2,1510.647941,0.0001275194897,1.113383935e-05
4,16.0,20.0,2,1512.683855,0.0001385392128,1.678863534e-05
4,16.0,20.0,2,1514.719768,0.0001614270423,2.189669211e-05
4,16.0,20.0,2,1516.755682,0.0001755525512,3.110554332e-05
4,16.0,20.0,2,1518.791596,0.0001898925678,4.180327062e-05
4,16.0,20.0,2,1520.827509,0.0002118430719,4.533584038e-05
4,16.0,20.0,2,1522.863423,0.0002334860418,5.138475159e-05
4,16.0,20.0,2,1524.899337,0.0002575883327,6.376249124e-05
4,16.0,20.0,2,1526.93525,0.0002665453239,6.703915836e-05
4,16.0,20.0,2,1528.971164,0.0002570919155,6.144980228e-05
4,16.0,20.0,2,1531.007078,0.0002734620856,5.45181227e-05
4,16.0,20.0,2,1533.042991,0.0002852625239,6.581689013e-05
4,16.0,20.0,2,1535.078905,0.0002472052809,5.494902184e-05
4,16.0,20.0,2,1537.114819,0.0002110296626,3.069150605e-05
4,16.0,20.0,2,1539.150732,0.0002359532797,3.84207675e-05
4,16.0,20.0,2,1541.186646,0.0002896392466,5.865685692e-05
4,16.0,20.0,2,1543.22256,0.0003179792071,6.313889706e-05
4,16.0,20.0,2,1545.258473,0.000318753004,5.605602063e-05
4,16.0,20.0,2,1547.294387,0.0002942547639,5.11144035e-05
4,16.0,20.0,2,1549.330301,0.0002648448816,4.663390869e-05
4,16.0,20.0,2,1551.366214,0.000278462497,4.327377182e-05
4,16.0,20.0,2,1553.402128,0.0003188476501,6.364283978e-05
4,16.0,20.0,2,1555.438042,0.0003508747026,9.283859339e-05
4,16.0,20.0,2,1557.473955,0.0003698631564,0.0001047232681
4,16.0,20.0,2,1559.509869,0.0003471331151,8.428916478e-05
4,16.0,20.0,2,1561.545783,0.0003108366379,5.144955848e-05
4,16.0,20.0,2,1563.581696,0.0003273838038,5.068531607e-05
4,16.0,20.0,2,1565.61761,0.0003755069304,5.562878802e-05
4,16.0,20.0,2,1567.653524,0.0003923480872,5.138479276e-05
4,16.0,20.0,2,1569.689437,0.0003746336144,5.072711226e-05
4,16.0,20.0,2,1571.725351,0.0003704045377,5.517727776e-05
4,16.0,20.0,2,1573.761265,0.0003865843043,6.847310308e-05
4,16.0,20.0,2,1575.797178,0.0003934695942,7.614048122e-05
4,16.0,20.0,2,1577.833092,0.0003992932305,7.718002186e-05
4,16.0,20.0,2,1579.869006,0.0004085357713,7.527193465e-05
4,16.0,20.0,2,1581.904919,0.000387979032,6.287214332e-05
4,16.0,20.0,2,1583.940833,0.0003406296793,3.944433351e-05
4,16.0,20.0,2,1585.976747,0.0003255482332,3.282269983e-05
4,16.0,20.0,2,1588.01266,0.000357922234,3.804216665e-05
4,16.0,20.0,2,1590.048574,0.0003912681854,4.521949677e-05
4,16.0,20.0,2,1592.084488,0.000401385758,4.095694957e-05
4,16.0,20.0,2,1594.120401,0.0004069192957,3.722016072e-05
4,16.0,20.0,2,1596.156315,0.0004275725657,4.010408842e-05
4,16.0,20.0,2,1598.192229,0.0004458619446,4.834889874e-05
4,16.0,20.0,2,1600.228142,0.0004259461761,5.236592744e-05
4,16.0,20.0,2,1602.264056,0.0003906395323,5.130267469e-05
4,16.0,20.0,2,1604.29997,0.0003943402108,4.675096407e-05
4,16.0,20.0,2,1606.335883,0.0004275557439,4.402625846e-05
4,16.0,20.0,2,1608.371797,0.0004733498982,5.05407714e-05
4,16.0,20.0,2,1610.407711,0.0005206113459,5.673130031e-05
4,16.0,20.0,2,1612.443624,0.0005217194306,5.452945124e-05
4,16.0,20.0,2,1614.479538,0.0004910357807,4.989159373e-05
4,16.0,20.0,2,1616.515452,0.0004933817593,5.024571804e-05
4,16.0,20.0,2,1618.551365,0.00053452984,5.83001612e-05
4,16.0,20.0,2,1620.587279,0.0005919146771,6.6100203e-05
4,16.0,20.0,2,1622.623193,0.0006369193622,7.815054872e-05
4,16.0,20.0,2,1624.659106,0.0006345432272,8.808884587e-05
4,16.0,20.0,2,1626.69502,0.000604256062,8.549801529e-05
4,16.0,20.0,2,1628.730934,0.0006076738141,8.171669769e-05
4,16.0,20.0,2,1630.766847,0.0006230553916,7.7744129e-05
4,16.0,20.0,2,1632.802761,0.0006328659832,6.574069283e-05
4,16.0,20.0,2,1634.838675,0.0007439282826,7.922951676e-05
4,16.0,20.0,2,1636.874588,0.0009467233365,0.0001177105776
4,16.0,20.0,2,1638.910502,0.001067745947,0.0001407411376
4,16.0,20.0,2,1640.946416,0.001016509685,0.0001368100936
4,16.0,20.0,2,1642.982329,0.000874265656,0.0001170744869
4,16.0,20.0,2,1645.018243,0.0007904637094,9.724061923e-05
4,16.0,20.0,2,1647.054157,0.0008267623899,9.198827967e-05
4,16.0,20.0,2,1649.09007,0.0009764740374,0.0001020309592
4,16.0,20.0,2,1651.125984,0.001135699301,0.0001150213758
4,16.0,20.0,2,1653.161898,0.00116420771,0.0001127857021
4,16.0,20.0,2,1655.197811,0.001152684712,0.0001229350002
4,16.0,20.0,2,1657.233725,0.001142292662,0.0001240241158
4,16.0,20.0,2,1659.269639,0.001044254224,0.000104090263
4,16.0,20.0,2,1661.305552,0.0009345985956,9.498815445e-05
4,16.0,20.0,2,1663.341466,0.0008564627426,8.268902325e-05
4,16.0,20.0,2,1665.37738,0.0008037719714,7.996845041e-05
4,16.0,20.0,2,1667.413293,0.0008345322218,9.296354597e-05
4,16.0,20.0,2,1669.449207,0.0009116567817,9.896739663e-05
4,16.0,20.0,2,1671.485121,0.0009670514194,9.398057658e-05
4,16.0,20.0,2,1673.521034,0.001007932499,0.0001266989469
4,16.0,20.0,2,1675.556948,0.001000219789,0.0001528325525
4,16.0,20.0,2,1677.592862,0.000972915253,0.0001573351487
4,16.0,20.0,2,1679.628775,0.001013405808,0.0001489875946
4,16.0,20.0,2,1681.664689,0.001041755414,0.0001370669994
4,16.0,20.0,2,1683.700603,0.00097779495,0.0001262309911
4,16.0,20.0,2,1685.736516,0.0009194405415,0.0001131903479
4,16.0,20.0,2,1687.77243,0.0008911469878,9.403072233e-05
4,16.0,20.0,2,1689.808344,0.0008210292483,7.690974262e-05
4,16.0,20.0,2,1691.844257,0.0007563734313,7.336055849e-05
4,16.0,20.0,2,1693.880171,0.0007730091413,8.749048802e-05
4,16.0,20.0,2,1695.916085,0.0008077238278,0.000109680201
4,16.0,20.0,2,1697.951998,0.0007767262584,0.0001075531576
4,16.0,20.0,2,1699.987912,0.0007022728299,9.316803035e-05
4,16.0,20.0,2,1702.023826,0.0006203986183,7.518859679e-05
4,16.0,20.0,2,1704.059739,0.0005456672806,5.871981587e-05
4,16.0,20.0,2,1706.095653,0.0004970948457,5.035419429e-05
4,16.0,20.0,2,1708.131567,0.000467062402,4.661022899e-05
4,16.0,20.0,2,1710.16748,0.0004459263067,4.59236182e-05
4,16.0,20.0,2,1712.203394,0.0004134160703,4.628875181e-05
4,16.0,20.0,2,1714.239308,0.0003686290858,4.716875708e-05
4,16.0,20.0,2,1716.275221,0.0003381327229,4.704743135e-05
4,16.0,20.0,2,1718.311135,0.0003167753276,4.173171513e-05
4,16.0,20.0,2,1720.347049,0.0002968081768,3.601169574e-05
4,16.0,20.0,2,1722.382962,0.0002686275675,2.927423563e-05
4,16.0,20.0,2,1724.418876,0.0002340877909,2.175875169e-05
4,16.0,20.0,2,1726.45479,0.0002166717556,1.899661409e-05
4,16.0,20.0,2,1728.490703,0.0002178616418,2.739080438e-05
4,16.0,20.0,2,1730.526617,0.0002127886074,2.76635012e-05
4,16.0,20.0,2,1732.562531,0.0001969102862,2.283049094e-05
4,16.0,20.0,2,1734.598444,0.0001955563528,2.693516192e-05
4,16.0,20.0,2,1736.634358,0.0002083654636,3.256293168e-05
4,16.0,20.0,2,1738.670272,0.0002057886683,3.474415831e-05
4,16.0,20.0,2,1740.706185,0.0001882170806,2.22921592e-05
4,16.0,20.0,2,1742.742099,0.000183505132,1.908565778e-05
4,16.0,20.0,2,1744.778013,0.0001893596473,2.006957627e-05
4,16.0,20.0,2,1746.813926,0.0001827088047,1.822408848e-05
4,16.0,20.0,2,1748.84984,0.0001703638784,1.751799199e-05
4,16.0,20.0,2,1750.885754,0.0001640769437,2.061826142e-05
4,16.0,20.0,2,1752.921667,0.0001544528402,2.129585658e-05
4,16.0,20.0,2,1754.957581,0.0001415150901,1.748515778e-05
4,16.0,20.0,2,1756.993495,0.0001332687005,1.383390003e-05
4,16.0,20.0,2,1759.029408,0.000129741305,1.294462135e-05
4,16.0,20.0,2,1761.065322,0.0001271823212,1.31753453e-05
4,16.0,20.0,2,1763.101236,0.0001247961698,1.211624521e-05
4,16.0,20.0,2,1765.137149,0.0001220335957,1.168207755e-05
4,16.0,20.0,2,1767.173063,0.000119489254,1.186476586e-05
4,16.0,20.0,2,1769.208977,0.000118463686,1.217280286e-05
4,16.0,20.0,2,1771.24489,0.000115571027,1.139141695e-05
4,16.0,20.0,2,1773.280804,0.0001108671946,1.014849835e-05
4,16.0,20.0,2,1775.316718,0.0001095766844,1.127878812e-05
4,16.0,20.0,2,1777.352631,0.0001113720189,1.094125383e-05
4,16.0,20.0,2,1779.388545,0.0001103918865,1.020823773e-05
4,16.0,20.0,2,1781.424459,0.0001019989095,9.862375746e-06
4,16.0,20.0,2,1783.460372,9.069607477e-05,9.645086025e-06
4,16.0,20.0,2,1785.496286,8.48909102e-05,1.016898929e-05
4,16.0,20.0,2,1787.5322,8.299423189e-05,1.065135677e-05
4,16.0,20.0,2,1789.568113,8.150303945e-05,9.4230304e-06
4,16.0,20.0,2,1791.604027,8.191544873e-05,8.13680483e-06
4,16.0,20.0,2,1793.639941,8.072936077e-05,7.395584066e-06
4,16.0,20.0,2,1795.675854,7.557549346e-05,7.175295764e-06
4,16.0,20.0,2,1797.711768,7.126665521e-05,7.298323937e-06
4,16.0,20.0,2,1799.747682,6.946798811e-05,7.15085357e-06
4,16.0,20.0,2,1801.783595,6.828306282e-05,7.302635531e-06
4,16.0,20.0,2,1803.819509,6.879656028e-05,7.631334363e-06
4,16.0,20.0,2,1805.855423,6.98156542e-05,7.598130296e-06
4,16.0,20.0,2,1807.891336,6.720707781e-05,7.115651828e-06
4,16.0,20.0,2,1809.92725,6.442613793e-05,6.624717407e-06
4,16.0,20.0,2,1811.963164,6.648347251e-05,7.04302616e-06
4,16.0,20.0,2,1813.999077,6.911077965e-05,6.83214788e-06
4,16.0,20.0,2,1816.034991,6.61812314e-05,5.984724862e-06
4,16.0,20.0,2,1818.070905,6.066601652e-05,5.804058114e-06
4,16.0,20.0,2,1820.106818,5.98615263e-05,6.049120631e-06
4,16.0,20.0,2,1822.142732,6.202141875e-05,6.712750288e-06
4,16.0,20.0,2,1824.178646,6.102925468e-05,6.686741447e-06
4,16.0,20.0,2,1826.214559,5.83930368e-05,6.246515985e-06
4,16.0,20.0,2,1828.250473,5.698739878e-05,6.184218666e-06
4,16.0,20.0,2,1830.286387,5.526150599e-05,6.327977645e-06
4,16.0,20.0,2,1832.3223,5.328520195e-05,5.836571538e-06
4,16.0,20.0,2,1834.358214,5.101544609e-05,5.443801111e-06
4,16.0,20.0,2,1836.394128,4.668567834e-05,5.070470495e-06
4,16.0,20.0,2,1838.430041,4.285685075e-05,4.191898812e-06
4,16.0,20.0,2,1840.465955,4.171175435e-05,3.756515187e-06
4,16.0,20.0,2,1842.501869,4.173216688e-05,3.991564211e-06
4,16.0,20.0,2,1844.537782,4.076784645e-05,4.198349825e-06
4,16.0,20.0,2,1846.573696,3.874810164e-05,3.560517265e-06
4,16.0,20.0,2,1848.60961,3.823676874e-05,2.852869911e-06
4,16.0,20.0,2,1850.645523,4.1026547e-05,3.002764678e-06
4,16.0,20.0,2,1852.681437,4.523263513e-05,3.921434065e-06
4,16.0,20.0,2,1854.717351,4.659875953e-05,4.307056336e-06
4,16.0,20.0,2,1856.753264,4.413069651e-05,3.83780221e-06
4,16.0,20.0,2,1858.789178,4.002963688e-05,3.456183089e-06
4,16.0,20.0,2,1860.825092,3.647417317e-05,3.302043695e-06
4,16.0,20.0,2,1862.861005,3.564470218e-05,2.99390832e-06
4,16.0,20.0,2,1864.896919,3.74558312e-05,2.874023566e-06
4,16.0,20.0,2,1866.932833,3.829570551e-05,2.911802695e-06
4,16.0,20.0,2,1868.968746,3.614753202e-05,2.580968644e-06
4,16.0,20.0,2,1871.00466,3.404886463e-05,2.333263072e-06
4,16.0,20.0,2,1873.040574,3.415557301e-05,2.619179762e-06
4,16.0,20.0,2,1875.076487,3.52026459e-05,3.617980996e-06
4,16.0,20.0,2,1877.112401,3.568831135e-05,3.624282663e-06
4,16.0,20.0,2,1879.148315,3.543068446e-05,2.910794812e-06
4,16.0,20.0,2,1881.184228,3.504896978e-05,2.808582828e-06
4,16.0,20.0,2,1883.220142,3.43381665e-05,2.773557591e-06
4,16.0,20.0,2,1885.256056,3.333764228e-05,2.661641632e-06
4,16.0,20.0,2,1887.291969,3.296884808e-05,2.651274852e-06
4,16.0,20.0,2,1889.327883,3.279374424e-05,2.766573924e-06
4,16.0,20.0,2,1891.363797,3.23529341e-05,2.578414037e-06
4,16.0,20.0,2,1893.39971,3.224025996e-05,2.347646668e-06
4,16.0,20.0,2,1895.435624,3.244173867e-05,2.398773207e-06
4,16.0,20.0,2,1897.471538,3.302126706e-05,2.561533042e-06
4,16.0,20.0,2,1899.507451,3.309365275e-05,2.619943523e-06
4,16.0,20.0,2,1901.543365,3.151656833e-05,2.210218016e-06
4,16.0,20.0,2,1903.579279,2.948639072e-05,1.913673821e-06
4,16.0,20.0,2,1905.615192,2.841580207e-05,1.983915661e-06
4,16.0,20.0,2,1907.651106,2.885157171e-05,2.244543621e-06
4,16.0,20.0,2,1909.68702,2.926935185e-05,2.303174299e-06
4,16.0,20.0,2,1911.722933,2.859086976e-05,2.130374882e-06
4,16.0,20.0,2,1913.758847,2.891358831e-05,2.054072283e-06
4,16.0,20.0,2,1915.794761,3.027838915e-05,2.287627502e-06
4,16.0,20.0,2,1917.830674,3.025690023e-05,2.613530297e-06
4,16.0,20.0,2,1919.866588,2.901908493e-05,2.64409137e-06
4,16.0,20.0,2,1921.902502,2.82510448e-05,2.536193969e-06
4,16.0,20.0,2,1923.938415,2.790160556e-05,2.527720605e-06
4,16.0,20.0,2,1925.974329,2.719488668e-05,2.593953771e-06
4,16.0,20.0,2,1928.010243,2.656577458e-05,2.734079193e-06
4,16.0,20.0,2,1930.046156,2.654195478e-05,2.582632343e-06
4,16.0,20.0,2,1932.08207,2.667336589e-05,2.161165573e-06
4,16.0,20.0,2,1934.117984,2.655860213e-05,1.77598349e-06
4,16.0,20.0,2,1936.153897,2.644275365e-05,1.71863173e-06
4,16.0,20.0,2,1938.189811,2.648321728e-05,1.854338513e-06
4,16.0,20.0,2,1940.225725,2.633186931e-05,1.983311212e-06
4,16.0,20.0,2,1942.261638,2.616413533e-05,2.015193058e-06
4,16.0,20.0,2,1944.297552,2.646943052e-05,1.959519242e-06
4,16.0,20.0,2,1946.333466,2.685012878e-05,1.981780723e-06
4,16.0,20.0,2,1948.369379,2.671150789e-05,2.107265964e-06
4,16.0,20.0,2,1950.405293,2.597073022e-05,1.936499576e-06
4,16.0,20.0,2,1952.441207,2.496876447e-05,1.841307376e-06
4,16.0,20.0,2,1954.47712,2.459158272e-05,1.766690892e-06
4,16.0,20.0,2,1956.513034,2.493260714e-05,1.660867983e-06
4,16.0,20.0,2,1958.548948,2.436825627e-05,1.614701761e-06
4,16.0,20.0,2,1960.584861,2.264079277e-05,1.480295481e-06
4,16.0,20.0,2,1962.620775,2.21750675e-05,1.404327063e-06
4,16.0,20.0,2,1964.656689,2.395161048e-05,1.582909019e-06
4,16.0,20.0,2,1966.692602,2.579751661e-05,2.007244096e-06
4,16.0,20.0,2,1968.728516,2.60755453e-05,1.959114179e-06
4,16.0,20.0,2,1970.76443,2.5738392e-05,1.667035723e-06
4,16.0,20.0,2,1972.800343,2.582752907e-05,1.510666148e-06
4,16.0,20.0,2,1974.836257,2.517311925e-05,1.485789765e-06
4,16.0,20.0,2,1976.872171,2.317627105e-05,1.309816651e-06
4,16.0,20.0,2,1978.908084,2.225063385e-05,1.159596257e-06
4,16.0,20.0,2,1980.943998,2.354540031e-05,1.244766902e-06
4,16.0,20.0,2,1982.979912,2.502196953e-05,1.492819402e-06
4,16.0,20.0,2,1985.015825,2.562842102e-05,1.85256946e-06
4,16.0,20.0,2,1987.051739,2.595515056e-05,2.174333392e-06
4,16.0,20.0,2,1989.087653,2.605645287e-05,2.098355872e-06
4,16.0,20.0,2,1991.123566,2.560103756e-05,1.679106144e-06
4,16.0,20.0,2,1993.15948,2.485102404e-05,1.346036949e-06
